Gene_Symbol,Probe_ID_GPL570,Probe_ID_GPL96,Mapping_Status,Platform_Source,Gene_Title,Mapping_Confidence
GENE_06904,probe_gpl570_06904,probe_gpl96_06904,Shared,GPL570 & GPL96,Gene 6904,High
GENE_06905,probe_gpl570_06905,probe_gpl96_06905,Shared,GPL570 & GPL96,Gene 6905,High
GENE_06906,probe_gpl570_06906,probe_gpl96_06906,Shared,GPL570 & GPL96,Gene 6906,High
GENE_06907,probe_gpl570_06907,probe_gpl96_06907,Shared,GPL570 & GPL96,Gene 6907,High
GENE_06908,probe_gpl570_06908,probe_gpl96_06908,Shared,GPL570 & GPL96,Gene 6908,High
GENE_06909,probe_gpl570_06909,probe_gpl96_06909,Shared,GPL570 & GPL96,Gene 6909,High
GENE_06910,probe_gpl570_06910,probe_gpl96_06910,Shared,GPL570 & GPL96,Gene 6910,High
GENE_06911,probe_gpl570_06911,probe_gpl96_06911,Shared,GPL570 & GPL96,Gene 6911,High
GENE_06912,probe_gpl570_06912,probe_gpl96_06912,Shared,GPL570 & GPL96,Gene 6912,High
GENE_06913,probe_gpl570_06913,probe_gpl96_06913,Shared,GPL570 & GPL96,Gene 6913,High
GENE_06914,probe_gpl570_06914,probe_gpl96_06914,Shared,GPL570 & GPL96,Gene 6914,High
GENE_06915,probe_gpl570_06915,probe_gpl96_06915,Shared,GPL570 & GPL96,Gene 6915,High
GENE_06916,probe_gpl570_06916,probe_gpl96_06916,Shared,GPL570 & GPL96,Gene 6916,High
GENE_06917,probe_gpl570_06917,probe_gpl96_06917,Shared,GPL570 & GPL96,Gene 6917,High
GENE_06918,probe_gpl570_06918,probe_gpl96_06918,Shared,GPL570 & GPL96,Gene 6918,High
GENE_06919,probe_gpl570_06919,probe_gpl96_06919,Shared,GPL570 & GPL96,Gene 6919,High
GENE_06920,probe_gpl570_06920,probe_gpl96_06920,Shared,GPL570 & GPL96,Gene 6920,High
GENE_06921,probe_gpl570_06921,probe_gpl96_06921,Shared,GPL570 & GPL96,Gene 6921,High
GENE_06922,probe_gpl570_06922,probe_gpl96_06922,Shared,GPL570 & GPL96,Gene 6922,High
GENE_06923,probe_gpl570_06923,probe_gpl96_06923,Shared,GPL570 & GPL96,Gene 6923,High
GENE_06924,probe_gpl570_06924,probe_gpl96_06924,Shared,GPL570 & GPL96,Gene 6924,High
GENE_06925,probe_gpl570_06925,probe_gpl96_06925,Shared,GPL570 & GPL96,Gene 6925,High
GENE_06926,probe_gpl570_06926,probe_gpl96_06926,Shared,GPL570 & GPL96,Gene 6926,High
GENE_06927,probe_gpl570_06927,probe_gpl96_06927,Shared,GPL570 & GPL96,Gene 6927,High
GENE_06928,probe_gpl570_06928,probe_gpl96_06928,Shared,GPL570 & GPL96,Gene 6928,High
GENE_06929,probe_gpl570_06929,probe_gpl96_06929,Shared,GPL570 & GPL96,Gene 6929,High
GENE_06930,probe_gpl570_06930,probe_gpl96_06930,Shared,GPL570 & GPL96,Gene 6930,High
GENE_06931,probe_gpl570_06931,probe_gpl96_06931,Shared,GPL570 & GPL96,Gene 6931,High
GENE_06932,probe_gpl570_06932,probe_gpl96_06932,Shared,GPL570 & GPL96,Gene 6932,High
GENE_06933,probe_gpl570_06933,probe_gpl96_06933,Shared,GPL570 & GPL96,Gene 6933,High
GENE_06934,probe_gpl570_06934,probe_gpl96_06934,Shared,GPL570 & GPL96,Gene 6934,High
GENE_06935,probe_gpl570_06935,probe_gpl96_06935,Shared,GPL570 & GPL96,Gene 6935,High
GENE_06936,probe_gpl570_06936,probe_gpl96_06936,Shared,GPL570 & GPL96,Gene 6936,High
GENE_06937,probe_gpl570_06937,probe_gpl96_06937,Shared,GPL570 & GPL96,Gene 6937,High
GENE_06938,probe_gpl570_06938,probe_gpl96_06938,Shared,GPL570 & GPL96,Gene 6938,High
GENE_06939,probe_gpl570_06939,probe_gpl96_06939,Shared,GPL570 & GPL96,Gene 6939,High
GENE_06940,probe_gpl570_06940,probe_gpl96_06940,Shared,GPL570 & GPL96,Gene 6940,High
GENE_06941,probe_gpl570_06941,probe_gpl96_06941,Shared,GPL570 & GPL96,Gene 6941,High
GENE_06942,probe_gpl570_06942,probe_gpl96_06942,Shared,GPL570 & GPL96,Gene 6942,High
GENE_06943,probe_gpl570_06943,probe_gpl96_06943,Shared,GPL570 & GPL96,Gene 6943,High
GENE_06944,probe_gpl570_06944,probe_gpl96_06944,Shared,GPL570 & GPL96,Gene 6944,High
GENE_06945,probe_gpl570_06945,probe_gpl96_06945,Shared,GPL570 & GPL96,Gene 6945,High
GENE_06946,probe_gpl570_06946,probe_gpl96_06946,Shared,GPL570 & GPL96,Gene 6946,High
GENE_06947,probe_gpl570_06947,probe_gpl96_06947,Shared,GPL570 & GPL96,Gene 6947,High
GENE_06948,probe_gpl570_06948,probe_gpl96_06948,Shared,GPL570 & GPL96,Gene 6948,High
GENE_06949,probe_gpl570_06949,probe_gpl96_06949,Shared,GPL570 & GPL96,Gene 6949,High
GENE_06950,probe_gpl570_06950,probe_gpl96_06950,Shared,GPL570 & GPL96,Gene 6950,High
GENE_06951,probe_gpl570_06951,probe_gpl96_06951,Shared,GPL570 & GPL96,Gene 6951,High
GENE_06952,probe_gpl570_06952,probe_gpl96_06952,Shared,GPL570 & GPL96,Gene 6952,High
GENE_06953,probe_gpl570_06953,probe_gpl96_06953,Shared,GPL570 & GPL96,Gene 6953,High
GENE_06954,probe_gpl570_06954,probe_gpl96_06954,Shared,GPL570 & GPL96,Gene 6954,High
GENE_06955,probe_gpl570_06955,probe_gpl96_06955,Shared,GPL570 & GPL96,Gene 6955,High
GENE_06956,probe_gpl570_06956,probe_gpl96_06956,Shared,GPL570 & GPL96,Gene 6956,High
GENE_06957,probe_gpl570_06957,probe_gpl96_06957,Shared,GPL570 & GPL96,Gene 6957,High
GENE_06958,probe_gpl570_06958,probe_gpl96_06958,Shared,GPL570 & GPL96,Gene 6958,High
GENE_06959,probe_gpl570_06959,probe_gpl96_06959,Shared,GPL570 & GPL96,Gene 6959,High
GENE_06960,probe_gpl570_06960,probe_gpl96_06960,Shared,GPL570 & GPL96,Gene 6960,High
GENE_06961,probe_gpl570_06961,probe_gpl96_06961,Shared,GPL570 & GPL96,Gene 6961,High
GENE_06962,probe_gpl570_06962,probe_gpl96_06962,Shared,GPL570 & GPL96,Gene 6962,High
GENE_06963,probe_gpl570_06963,probe_gpl96_06963,Shared,GPL570 & GPL96,Gene 6963,High
GENE_06964,probe_gpl570_06964,probe_gpl96_06964,Shared,GPL570 & GPL96,Gene 6964,High
GENE_06965,probe_gpl570_06965,probe_gpl96_06965,Shared,GPL570 & GPL96,Gene 6965,High
GENE_06966,probe_gpl570_06966,probe_gpl96_06966,Shared,GPL570 & GPL96,Gene 6966,High
GENE_06967,probe_gpl570_06967,probe_gpl96_06967,Shared,GPL570 & GPL96,Gene 6967,High
GENE_06968,probe_gpl570_06968,probe_gpl96_06968,Shared,GPL570 & GPL96,Gene 6968,High
GENE_06969,probe_gpl570_06969,probe_gpl96_06969,Shared,GPL570 & GPL96,Gene 6969,High
GENE_06970,probe_gpl570_06970,probe_gpl96_06970,Shared,GPL570 & GPL96,Gene 6970,High
GENE_06971,probe_gpl570_06971,probe_gpl96_06971,Shared,GPL570 & GPL96,Gene 6971,High
GENE_06972,probe_gpl570_06972,probe_gpl96_06972,Shared,GPL570 & GPL96,Gene 6972,High
GENE_06973,probe_gpl570_06973,probe_gpl96_06973,Shared,GPL570 & GPL96,Gene 6973,High
GENE_06974,probe_gpl570_06974,probe_gpl96_06974,Shared,GPL570 & GPL96,Gene 6974,High
GENE_06975,probe_gpl570_06975,probe_gpl96_06975,Shared,GPL570 & GPL96,Gene 6975,High
GENE_06976,probe_gpl570_06976,probe_gpl96_06976,Shared,GPL570 & GPL96,Gene 6976,High
GENE_06977,probe_gpl570_06977,probe_gpl96_06977,Shared,GPL570 & GPL96,Gene 6977,High
GENE_06978,probe_gpl570_06978,probe_gpl96_06978,Shared,GPL570 & GPL96,Gene 6978,High
GENE_06979,probe_gpl570_06979,probe_gpl96_06979,Shared,GPL570 & GPL96,Gene 6979,High
GENE_06980,probe_gpl570_06980,probe_gpl96_06980,Shared,GPL570 & GPL96,Gene 6980,High
GENE_06981,probe_gpl570_06981,probe_gpl96_06981,Shared,GPL570 & GPL96,Gene 6981,High
GENE_06982,probe_gpl570_06982,probe_gpl96_06982,Shared,GPL570 & GPL96,Gene 6982,High
GENE_06983,probe_gpl570_06983,probe_gpl96_06983,Shared,GPL570 & GPL96,Gene 6983,High
GENE_06984,probe_gpl570_06984,probe_gpl96_06984,Shared,GPL570 & GPL96,Gene 6984,High
GENE_06985,probe_gpl570_06985,probe_gpl96_06985,Shared,GPL570 & GPL96,Gene 6985,High
GENE_06986,probe_gpl570_06986,probe_gpl96_06986,Shared,GPL570 & GPL96,Gene 6986,High
GENE_06987,probe_gpl570_06987,probe_gpl96_06987,Shared,GPL570 & GPL96,Gene 6987,High
GENE_06988,probe_gpl570_06988,probe_gpl96_06988,Shared,GPL570 & GPL96,Gene 6988,High
GENE_06989,probe_gpl570_06989,probe_gpl96_06989,Shared,GPL570 & GPL96,Gene 6989,High
GENE_06990,probe_gpl570_06990,probe_gpl96_06990,Shared,GPL570 & GPL96,Gene 6990,High
GENE_06991,probe_gpl570_06991,probe_gpl96_06991,Shared,GPL570 & GPL96,Gene 6991,High
GENE_06992,probe_gpl570_06992,probe_gpl96_06992,Shared,GPL570 & GPL96,Gene 6992,High
GENE_06993,probe_gpl570_06993,probe_gpl96_06993,Shared,GPL570 & GPL96,Gene 6993,High
GENE_06994,probe_gpl570_06994,probe_gpl96_06994,Shared,GPL570 & GPL96,Gene 6994,High
GENE_06995,probe_gpl570_06995,probe_gpl96_06995,Shared,GPL570 & GPL96,Gene 6995,High
GENE_06996,probe_gpl570_06996,probe_gpl96_06996,Shared,GPL570 & GPL96,Gene 6996,High
GENE_06997,probe_gpl570_06997,probe_gpl96_06997,Shared,GPL570 & GPL96,Gene 6997,High
GENE_06998,probe_gpl570_06998,probe_gpl96_06998,Shared,GPL570 & GPL96,Gene 6998,High
GENE_06999,probe_gpl570_06999,probe_gpl96_06999,Shared,GPL570 & GPL96,Gene 6999,High
GENE_07000,probe_gpl570_07000,probe_gpl96_07000,Shared,GPL570 & GPL96,Gene 7000,High
GENE_07001,probe_gpl570_07001,probe_gpl96_07001,Shared,GPL570 & GPL96,Gene 7001,High
GENE_07002,probe_gpl570_07002,probe_gpl96_07002,Shared,GPL570 & GPL96,Gene 7002,High
GENE_07003,probe_gpl570_07003,probe_gpl96_07003,Shared,GPL570 & GPL96,Gene 7003,High
GENE_07004,probe_gpl570_07004,probe_gpl96_07004,Shared,GPL570 & GPL96,Gene 7004,High
GENE_07005,probe_gpl570_07005,probe_gpl96_07005,Shared,GPL570 & GPL96,Gene 7005,High
GENE_07006,probe_gpl570_07006,probe_gpl96_07006,Shared,GPL570 & GPL96,Gene 7006,High
GENE_07007,probe_gpl570_07007,probe_gpl96_07007,Shared,GPL570 & GPL96,Gene 7007,High
GENE_07008,probe_gpl570_07008,probe_gpl96_07008,Shared,GPL570 & GPL96,Gene 7008,High
GENE_07009,probe_gpl570_07009,probe_gpl96_07009,Shared,GPL570 & GPL96,Gene 7009,High
GENE_07010,probe_gpl570_07010,probe_gpl96_07010,Shared,GPL570 & GPL96,Gene 7010,High
GENE_07011,probe_gpl570_07011,probe_gpl96_07011,Shared,GPL570 & GPL96,Gene 7011,High
GENE_07012,probe_gpl570_07012,probe_gpl96_07012,Shared,GPL570 & GPL96,Gene 7012,High
GENE_07013,probe_gpl570_07013,probe_gpl96_07013,Shared,GPL570 & GPL96,Gene 7013,High
GENE_07014,probe_gpl570_07014,probe_gpl96_07014,Shared,GPL570 & GPL96,Gene 7014,High
GENE_07015,probe_gpl570_07015,probe_gpl96_07015,Shared,GPL570 & GPL96,Gene 7015,High
GENE_07016,probe_gpl570_07016,probe_gpl96_07016,Shared,GPL570 & GPL96,Gene 7016,High
GENE_07017,probe_gpl570_07017,probe_gpl96_07017,Shared,GPL570 & GPL96,Gene 7017,High
GENE_07018,probe_gpl570_07018,probe_gpl96_07018,Shared,GPL570 & GPL96,Gene 7018,High
GENE_07019,probe_gpl570_07019,probe_gpl96_07019,Shared,GPL570 & GPL96,Gene 7019,High
GENE_07020,probe_gpl570_07020,probe_gpl96_07020,Shared,GPL570 & GPL96,Gene 7020,High
GENE_07021,probe_gpl570_07021,probe_gpl96_07021,Shared,GPL570 & GPL96,Gene 7021,High
GENE_07022,probe_gpl570_07022,probe_gpl96_07022,Shared,GPL570 & GPL96,Gene 7022,High
GENE_07023,probe_gpl570_07023,probe_gpl96_07023,Shared,GPL570 & GPL96,Gene 7023,High
GENE_07024,probe_gpl570_07024,probe_gpl96_07024,Shared,GPL570 & GPL96,Gene 7024,High
GENE_07025,probe_gpl570_07025,probe_gpl96_07025,Shared,GPL570 & GPL96,Gene 7025,High
GENE_07026,probe_gpl570_07026,probe_gpl96_07026,Shared,GPL570 & GPL96,Gene 7026,High
GENE_07027,probe_gpl570_07027,probe_gpl96_07027,Shared,GPL570 & GPL96,Gene 7027,High
GENE_07028,probe_gpl570_07028,probe_gpl96_07028,Shared,GPL570 & GPL96,Gene 7028,High
GENE_07029,probe_gpl570_07029,probe_gpl96_07029,Shared,GPL570 & GPL96,Gene 7029,High
GENE_07030,probe_gpl570_07030,probe_gpl96_07030,Shared,GPL570 & GPL96,Gene 7030,High
GENE_07031,probe_gpl570_07031,probe_gpl96_07031,Shared,GPL570 & GPL96,Gene 7031,High
GENE_07032,probe_gpl570_07032,probe_gpl96_07032,Shared,GPL570 & GPL96,Gene 7032,High
GENE_07033,probe_gpl570_07033,probe_gpl96_07033,Shared,GPL570 & GPL96,Gene 7033,High
GENE_07034,probe_gpl570_07034,probe_gpl96_07034,Shared,GPL570 & GPL96,Gene 7034,High
GENE_07035,probe_gpl570_07035,probe_gpl96_07035,Shared,GPL570 & GPL96,Gene 7035,High
GENE_07036,probe_gpl570_07036,probe_gpl96_07036,Shared,GPL570 & GPL96,Gene 7036,High
GENE_07037,probe_gpl570_07037,probe_gpl96_07037,Shared,GPL570 & GPL96,Gene 7037,High
GENE_07038,probe_gpl570_07038,probe_gpl96_07038,Shared,GPL570 & GPL96,Gene 7038,High
GENE_07039,probe_gpl570_07039,probe_gpl96_07039,Shared,GPL570 & GPL96,Gene 7039,High
GENE_07040,probe_gpl570_07040,probe_gpl96_07040,Shared,GPL570 & GPL96,Gene 7040,High
GENE_07041,probe_gpl570_07041,probe_gpl96_07041,Shared,GPL570 & GPL96,Gene 7041,High
GENE_07042,probe_gpl570_07042,probe_gpl96_07042,Shared,GPL570 & GPL96,Gene 7042,High
GENE_07043,probe_gpl570_07043,probe_gpl96_07043,Shared,GPL570 & GPL96,Gene 7043,High
GENE_07044,probe_gpl570_07044,probe_gpl96_07044,Shared,GPL570 & GPL96,Gene 7044,High
GENE_07045,probe_gpl570_07045,probe_gpl96_07045,Shared,GPL570 & GPL96,Gene 7045,High
GENE_07046,probe_gpl570_07046,probe_gpl96_07046,Shared,GPL570 & GPL96,Gene 7046,High
GENE_07047,probe_gpl570_07047,probe_gpl96_07047,Shared,GPL570 & GPL96,Gene 7047,High
GENE_07048,probe_gpl570_07048,probe_gpl96_07048,Shared,GPL570 & GPL96,Gene 7048,High
GENE_07049,probe_gpl570_07049,probe_gpl96_07049,Shared,GPL570 & GPL96,Gene 7049,High
GENE_07050,probe_gpl570_07050,probe_gpl96_07050,Shared,GPL570 & GPL96,Gene 7050,High
GENE_07051,probe_gpl570_07051,probe_gpl96_07051,Shared,GPL570 & GPL96,Gene 7051,High
GENE_07052,probe_gpl570_07052,probe_gpl96_07052,Shared,GPL570 & GPL96,Gene 7052,High
GENE_07053,probe_gpl570_07053,probe_gpl96_07053,Shared,GPL570 & GPL96,Gene 7053,High
GENE_07054,probe_gpl570_07054,probe_gpl96_07054,Shared,GPL570 & GPL96,Gene 7054,High
GENE_07055,probe_gpl570_07055,probe_gpl96_07055,Shared,GPL570 & GPL96,Gene 7055,High
GENE_07056,probe_gpl570_07056,probe_gpl96_07056,Shared,GPL570 & GPL96,Gene 7056,High
GENE_07057,probe_gpl570_07057,probe_gpl96_07057,Shared,GPL570 & GPL96,Gene 7057,High
GENE_07058,probe_gpl570_07058,probe_gpl96_07058,Shared,GPL570 & GPL96,Gene 7058,High
GENE_07059,probe_gpl570_07059,probe_gpl96_07059,Shared,GPL570 & GPL96,Gene 7059,High
GENE_07060,probe_gpl570_07060,probe_gpl96_07060,Shared,GPL570 & GPL96,Gene 7060,High
GENE_07061,probe_gpl570_07061,probe_gpl96_07061,Shared,GPL570 & GPL96,Gene 7061,High
GENE_07062,probe_gpl570_07062,probe_gpl96_07062,Shared,GPL570 & GPL96,Gene 7062,High
GENE_07063,probe_gpl570_07063,probe_gpl96_07063,Shared,GPL570 & GPL96,Gene 7063,High
GENE_07064,probe_gpl570_07064,probe_gpl96_07064,Shared,GPL570 & GPL96,Gene 7064,High
GENE_07065,probe_gpl570_07065,probe_gpl96_07065,Shared,GPL570 & GPL96,Gene 7065,High
GENE_07066,probe_gpl570_07066,probe_gpl96_07066,Shared,GPL570 & GPL96,Gene 7066,High
GENE_07067,probe_gpl570_07067,probe_gpl96_07067,Shared,GPL570 & GPL96,Gene 7067,High
GENE_07068,probe_gpl570_07068,probe_gpl96_07068,Shared,GPL570 & GPL96,Gene 7068,High
GENE_07069,probe_gpl570_07069,probe_gpl96_07069,Shared,GPL570 & GPL96,Gene 7069,High
GENE_07070,probe_gpl570_07070,probe_gpl96_07070,Shared,GPL570 & GPL96,Gene 7070,High
GENE_07071,probe_gpl570_07071,probe_gpl96_07071,Shared,GPL570 & GPL96,Gene 7071,High
GENE_07072,probe_gpl570_07072,probe_gpl96_07072,Shared,GPL570 & GPL96,Gene 7072,High
GENE_07073,probe_gpl570_07073,probe_gpl96_07073,Shared,GPL570 & GPL96,Gene 7073,High
GENE_07074,probe_gpl570_07074,probe_gpl96_07074,Shared,GPL570 & GPL96,Gene 7074,High
GENE_07075,probe_gpl570_07075,probe_gpl96_07075,Shared,GPL570 & GPL96,Gene 7075,High
GENE_07076,probe_gpl570_07076,probe_gpl96_07076,Shared,GPL570 & GPL96,Gene 7076,High
GENE_07077,probe_gpl570_07077,probe_gpl96_07077,Shared,GPL570 & GPL96,Gene 7077,High
GENE_07078,probe_gpl570_07078,probe_gpl96_07078,Shared,GPL570 & GPL96,Gene 7078,High
GENE_07079,probe_gpl570_07079,probe_gpl96_07079,Shared,GPL570 & GPL96,Gene 7079,High
GENE_07080,probe_gpl570_07080,probe_gpl96_07080,Shared,GPL570 & GPL96,Gene 7080,High
GENE_07081,probe_gpl570_07081,probe_gpl96_07081,Shared,GPL570 & GPL96,Gene 7081,High
GENE_07082,probe_gpl570_07082,probe_gpl96_07082,Shared,GPL570 & GPL96,Gene 7082,High
GENE_07083,probe_gpl570_07083,probe_gpl96_07083,Shared,GPL570 & GPL96,Gene 7083,High
GENE_07084,probe_gpl570_07084,probe_gpl96_07084,Shared,GPL570 & GPL96,Gene 7084,High
GENE_07085,probe_gpl570_07085,probe_gpl96_07085,Shared,GPL570 & GPL96,Gene 7085,High
GENE_07086,probe_gpl570_07086,probe_gpl96_07086,Shared,GPL570 & GPL96,Gene 7086,High
GENE_07087,probe_gpl570_07087,probe_gpl96_07087,Shared,GPL570 & GPL96,Gene 7087,High
GENE_07088,probe_gpl570_07088,probe_gpl96_07088,Shared,GPL570 & GPL96,Gene 7088,High
GENE_07089,probe_gpl570_07089,probe_gpl96_07089,Shared,GPL570 & GPL96,Gene 7089,High
GENE_07090,probe_gpl570_07090,probe_gpl96_07090,Shared,GPL570 & GPL96,Gene 7090,High
GENE_07091,probe_gpl570_07091,probe_gpl96_07091,Shared,GPL570 & GPL96,Gene 7091,High
GENE_07092,probe_gpl570_07092,probe_gpl96_07092,Shared,GPL570 & GPL96,Gene 7092,High
GENE_07093,probe_gpl570_07093,probe_gpl96_07093,Shared,GPL570 & GPL96,Gene 7093,High
GENE_07094,probe_gpl570_07094,probe_gpl96_07094,Shared,GPL570 & GPL96,Gene 7094,High
GENE_07095,probe_gpl570_07095,probe_gpl96_07095,Shared,GPL570 & GPL96,Gene 7095,High
GENE_07096,probe_gpl570_07096,probe_gpl96_07096,Shared,GPL570 & GPL96,Gene 7096,High
GENE_07097,probe_gpl570_07097,probe_gpl96_07097,Shared,GPL570 & GPL96,Gene 7097,High
GENE_07098,probe_gpl570_07098,probe_gpl96_07098,Shared,GPL570 & GPL96,Gene 7098,High
GENE_07099,probe_gpl570_07099,probe_gpl96_07099,Shared,GPL570 & GPL96,Gene 7099,High
GENE_07100,probe_gpl570_07100,probe_gpl96_07100,Shared,GPL570 & GPL96,Gene 7100,High
GENE_07101,probe_gpl570_07101,probe_gpl96_07101,Shared,GPL570 & GPL96,Gene 7101,High
GENE_07102,probe_gpl570_07102,probe_gpl96_07102,Shared,GPL570 & GPL96,Gene 7102,High
GENE_07103,probe_gpl570_07103,probe_gpl96_07103,Shared,GPL570 & GPL96,Gene 7103,High
GENE_07104,probe_gpl570_07104,probe_gpl96_07104,Shared,GPL570 & GPL96,Gene 7104,High
GENE_07105,probe_gpl570_07105,probe_gpl96_07105,Shared,GPL570 & GPL96,Gene 7105,High
GENE_07106,probe_gpl570_07106,probe_gpl96_07106,Shared,GPL570 & GPL96,Gene 7106,High
GENE_07107,probe_gpl570_07107,probe_gpl96_07107,Shared,GPL570 & GPL96,Gene 7107,High
GENE_07108,probe_gpl570_07108,probe_gpl96_07108,Shared,GPL570 & GPL96,Gene 7108,High
GENE_07109,probe_gpl570_07109,probe_gpl96_07109,Shared,GPL570 & GPL96,Gene 7109,High
GENE_07110,probe_gpl570_07110,probe_gpl96_07110,Shared,GPL570 & GPL96,Gene 7110,High
GENE_07111,probe_gpl570_07111,probe_gpl96_07111,Shared,GPL570 & GPL96,Gene 7111,High
GENE_07112,probe_gpl570_07112,probe_gpl96_07112,Shared,GPL570 & GPL96,Gene 7112,High
GENE_07113,probe_gpl570_07113,probe_gpl96_07113,Shared,GPL570 & GPL96,Gene 7113,High
GENE_07114,probe_gpl570_07114,probe_gpl96_07114,Shared,GPL570 & GPL96,Gene 7114,High
GENE_07115,probe_gpl570_07115,probe_gpl96_07115,Shared,GPL570 & GPL96,Gene 7115,High
GENE_07116,probe_gpl570_07116,probe_gpl96_07116,Shared,GPL570 & GPL96,Gene 7116,High
GENE_07117,probe_gpl570_07117,probe_gpl96_07117,Shared,GPL570 & GPL96,Gene 7117,High
GENE_07118,probe_gpl570_07118,probe_gpl96_07118,Shared,GPL570 & GPL96,Gene 7118,High
GENE_07119,probe_gpl570_07119,probe_gpl96_07119,Shared,GPL570 & GPL96,Gene 7119,High
GENE_07120,probe_gpl570_07120,probe_gpl96_07120,Shared,GPL570 & GPL96,Gene 7120,High
GENE_07121,probe_gpl570_07121,probe_gpl96_07121,Shared,GPL570 & GPL96,Gene 7121,High
GENE_07122,probe_gpl570_07122,probe_gpl96_07122,Shared,GPL570 & GPL96,Gene 7122,High
GENE_07123,probe_gpl570_07123,probe_gpl96_07123,Shared,GPL570 & GPL96,Gene 7123,High
GENE_07124,probe_gpl570_07124,probe_gpl96_07124,Shared,GPL570 & GPL96,Gene 7124,High
GENE_07125,probe_gpl570_07125,probe_gpl96_07125,Shared,GPL570 & GPL96,Gene 7125,High
GENE_07126,probe_gpl570_07126,probe_gpl96_07126,Shared,GPL570 & GPL96,Gene 7126,High
GENE_07127,probe_gpl570_07127,probe_gpl96_07127,Shared,GPL570 & GPL96,Gene 7127,High
GENE_07128,probe_gpl570_07128,probe_gpl96_07128,Shared,GPL570 & GPL96,Gene 7128,High
GENE_07129,probe_gpl570_07129,probe_gpl96_07129,Shared,GPL570 & GPL96,Gene 7129,High
GENE_07130,probe_gpl570_07130,probe_gpl96_07130,Shared,GPL570 & GPL96,Gene 7130,High
GENE_07131,probe_gpl570_07131,probe_gpl96_07131,Shared,GPL570 & GPL96,Gene 7131,High
GENE_07132,probe_gpl570_07132,probe_gpl96_07132,Shared,GPL570 & GPL96,Gene 7132,High
GENE_07133,probe_gpl570_07133,probe_gpl96_07133,Shared,GPL570 & GPL96,Gene 7133,High
GENE_07134,probe_gpl570_07134,probe_gpl96_07134,Shared,GPL570 & GPL96,Gene 7134,High
GENE_07135,probe_gpl570_07135,probe_gpl96_07135,Shared,GPL570 & GPL96,Gene 7135,High
GENE_07136,probe_gpl570_07136,probe_gpl96_07136,Shared,GPL570 & GPL96,Gene 7136,High
GENE_07137,probe_gpl570_07137,probe_gpl96_07137,Shared,GPL570 & GPL96,Gene 7137,High
GENE_07138,probe_gpl570_07138,probe_gpl96_07138,Shared,GPL570 & GPL96,Gene 7138,High
GENE_07139,probe_gpl570_07139,probe_gpl96_07139,Shared,GPL570 & GPL96,Gene 7139,High
GENE_07140,probe_gpl570_07140,probe_gpl96_07140,Shared,GPL570 & GPL96,Gene 7140,High
GENE_07141,probe_gpl570_07141,probe_gpl96_07141,Shared,GPL570 & GPL96,Gene 7141,High
GENE_07142,probe_gpl570_07142,probe_gpl96_07142,Shared,GPL570 & GPL96,Gene 7142,High
GENE_07143,probe_gpl570_07143,probe_gpl96_07143,Shared,GPL570 & GPL96,Gene 7143,High
GENE_07144,probe_gpl570_07144,probe_gpl96_07144,Shared,GPL570 & GPL96,Gene 7144,High
GENE_07145,probe_gpl570_07145,probe_gpl96_07145,Shared,GPL570 & GPL96,Gene 7145,High
GENE_07146,probe_gpl570_07146,probe_gpl96_07146,Shared,GPL570 & GPL96,Gene 7146,High
GENE_07147,probe_gpl570_07147,probe_gpl96_07147,Shared,GPL570 & GPL96,Gene 7147,High
GENE_07148,probe_gpl570_07148,probe_gpl96_07148,Shared,GPL570 & GPL96,Gene 7148,High
GENE_07149,probe_gpl570_07149,probe_gpl96_07149,Shared,GPL570 & GPL96,Gene 7149,High
GENE_07150,probe_gpl570_07150,probe_gpl96_07150,Shared,GPL570 & GPL96,Gene 7150,High
GENE_07151,probe_gpl570_07151,probe_gpl96_07151,Shared,GPL570 & GPL96,Gene 7151,High
GENE_07152,probe_gpl570_07152,probe_gpl96_07152,Shared,GPL570 & GPL96,Gene 7152,High
GENE_07153,probe_gpl570_07153,probe_gpl96_07153,Shared,GPL570 & GPL96,Gene 7153,High
GENE_07154,probe_gpl570_07154,probe_gpl96_07154,Shared,GPL570 & GPL96,Gene 7154,High
GENE_07155,probe_gpl570_07155,probe_gpl96_07155,Shared,GPL570 & GPL96,Gene 7155,High
GENE_07156,probe_gpl570_07156,probe_gpl96_07156,Shared,GPL570 & GPL96,Gene 7156,High
GENE_07157,probe_gpl570_07157,probe_gpl96_07157,Shared,GPL570 & GPL96,Gene 7157,High
GENE_07158,probe_gpl570_07158,probe_gpl96_07158,Shared,GPL570 & GPL96,Gene 7158,High
GENE_07159,probe_gpl570_07159,probe_gpl96_07159,Shared,GPL570 & GPL96,Gene 7159,High
GENE_07160,probe_gpl570_07160,probe_gpl96_07160,Shared,GPL570 & GPL96,Gene 7160,High
GENE_07161,probe_gpl570_07161,probe_gpl96_07161,Shared,GPL570 & GPL96,Gene 7161,High
GENE_07162,probe_gpl570_07162,probe_gpl96_07162,Shared,GPL570 & GPL96,Gene 7162,High
GENE_07163,probe_gpl570_07163,probe_gpl96_07163,Shared,GPL570 & GPL96,Gene 7163,High
GENE_07164,probe_gpl570_07164,probe_gpl96_07164,Shared,GPL570 & GPL96,Gene 7164,High
GENE_07165,probe_gpl570_07165,probe_gpl96_07165,Shared,GPL570 & GPL96,Gene 7165,High
